code,current,team,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes,num_coaches
ROWWSCULL4--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Quadruple Sculls,4,
ROWWSCULL4--GER01,TRUE,Germany,W,GER,Germany,Germany,Rowing,ROW,Women's Quadruple Sculls,4,
ROWWSCULL4--NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Quadruple Sculls,4,
ROWWSCULL4--ROU01,TRUE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Quadruple Sculls,4,
ROWWSCULL4--SUI01,TRUE,Switzerland,W,SUI,Switzerland,Switzerland,Rowing,ROW,Women's Quadruple Sculls,4,
ROWWSCULL4--UKR01,TRUE,Ukraine,W,UKR,Ukraine,Ukraine,Rowing,ROW,Women's Quadruple Sculls,4,
ROWWSCULL4--USA01,TRUE,United States of America,W,USA,United States,United States of America,Rowing,ROW,Women's Quadruple Sculls,4,
RU7MTEAM7---ARG01,TRUE,Argentina,M,ARG,Argentina,Argentina,Rugby Sevens,RU7,Men,14,5
RU7MTEAM7---AUS01,TRUE,Australia,M,AUS,Australia,Australia,Rugby Sevens,RU7,Men,12,6
RU7MTEAM7---FIJ01,TRUE,Fiji,M,FIJ,Fiji,Fiji,Rugby Sevens,RU7,Men,14,5
RU7MTEAM7---FRA01,TRUE,France,M,FRA,France,France,Rugby Sevens,RU7,Men,13,6
RU7MTEAM7---IRL01,TRUE,Ireland,M,IRL,Ireland,Ireland,Rugby Sevens,RU7,Men,14,6
RU7MTEAM7---JPN01,TRUE,Japan,M,JPN,Japan,Japan,Rugby Sevens,RU7,Men,13,6
RU7MTEAM7---KEN01,TRUE,Kenya,M,KEN,Kenya,Kenya,Rugby Sevens,RU7,Men,13,5
RU7MTEAM7---NZL01,TRUE,New Zealand,M,NZL,New Zealand,New Zealand,Rugby Sevens,RU7,Men,13,7
RU7MTEAM7---RSA01,TRUE,South Africa,M,RSA,South Africa,South Africa,Rugby Sevens,RU7,Men,13,5
RU7MTEAM7---SAM01,TRUE,Samoa,M,SAM,Samoa,Samoa,Rugby Sevens,RU7,Men,12,5
RU7MTEAM7---URU01,TRUE,Uruguay,M,URU,Uruguay,Uruguay,Rugby Sevens,RU7,Men,14,6
RU7MTEAM7---USA01,TRUE,United States of America,M,USA,United States,United States of America,Rugby Sevens,RU7,Men,14,6
RU7WTEAM7---AUS01,TRUE,Australia,W,AUS,Australia,Australia,Rugby Sevens,RU7,Women,13,6
RU7WTEAM7---BRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Rugby Sevens,RU7,Women,14,4
RU7WTEAM7---CAN01,TRUE,Canada,W,CAN,Canada,Canada,Rugby Sevens,RU7,Women,14,5
RU7WTEAM7---CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Rugby Sevens,RU7,Women,14,4
RU7WTEAM7---FIJ01,TRUE,Fiji,W,FIJ,Fiji,Fiji,Rugby Sevens,RU7,Women,13,6
RU7WTEAM7---FRA01,TRUE,France,W,FRA,France,France,Rugby Sevens,RU7,Women,12,6
RU7WTEAM7---GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Rugby Sevens,RU7,Women,14,5
RU7WTEAM7---IRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Rugby Sevens,RU7,Women,14,7
RU7WTEAM7---JPN01,TRUE,Japan,W,JPN,Japan,Japan,Rugby Sevens,RU7,Women,13,6
RU7WTEAM7---NZL01,TRUE,New Zealand,W,NZL,New Zealand,New Zealand,Rugby Sevens,RU7,Women,12,7
RU7WTEAM7---RSA01,TRUE,South Africa,W,RSA,South Africa,South Africa,Rugby Sevens,RU7,Women,13,5
RU7WTEAM7---USA01,TRUE,United States of America,W,USA,United States,United States of America,Rugby Sevens,RU7,Women,12,7
SALM49ER----AUS01,TRUE,COLLEY Jim / CONNOR Shaun,M,AUS,Australia,Australia,Sailing,SAL,Men's Skiff,2,
SALM49ER----AUT01,TRUE,BILDSTEIN Benjamin / HUSSL David,M,AUT,Austria,Austria,Sailing,SAL,Men's Skiff,2,
SALM49ER----BEL01,TRUE,LEFEBVRE Yannick / HEUNINCK Jan,M,BEL,Belgium,Belgium,Sailing,SAL,Men's Skiff,2,
SALM49ER----BRA01,TRUE,SOFFIATTI GRAEL Marco / SIMOES Gabriel,M,BRA,Brazil,Brazil,Sailing,SAL,Men's Skiff,2,
SALM49ER----CAN01,TRUE,JONES William / BARNES Justin,M,CAN,Canada,Canada,Sailing,SAL,Men's Skiff,2,
SALM49ER----CHN01,TRUE,WEN Zaiding / LIU Tian,M,CHN,China,People's Republic of China,Sailing,SAL,Men's Skiff,2,
SALM49ER----CRO01,TRUE,FANTELA Sime / FANTELA Mihovil,M,CRO,Croatia,Croatia,Sailing,SAL,Men's Skiff,2,
SALM49ER----DEN01,TRUE,NYBORG Daniel / BUHL Nikolaj Hoffmann,M,DEN,Denmark,Denmark,Sailing,SAL,Men's Skiff,2,
SALM49ER----ESP01,TRUE,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,ESP,Spain,Spain,Sailing,SAL,Men's Skiff,2,
SALM49ER----FRA01,TRUE,FISCHER Erwan / PEQUIN Clement,M,FRA,France,France,Sailing,SAL,Men's Skiff,2,
SALM49ER----GBR01,TRUE,PETERS James / STERRITT Fynn,M,GBR,Great Britain,Great Britain,Sailing,SAL,Men's Skiff,2,
SALM49ER----GER01,TRUE,MEGGENDORFER Jakob / SPRANGER Andreas,M,GER,Germany,Germany,Sailing,SAL,Men's Skiff,2,
SALM49ER----HKG01,TRUE,SAKAI Akira Luke / ALYSWORTH Russell Williams,M,HKG,"Hong Kong, China","Hong Kong, China",Sailing,SAL,Men's Skiff,2,
SALM49ER----IRL01,TRUE,DICKSON Robert / WADDILOVE Sean,M,IRL,Ireland,Ireland,Sailing,SAL,Men's Skiff,2,
SALM49ER----NED01,TRUE,LAMBRIEX Bart / van de WERKEN Floris,M,NED,Netherlands,Netherlands,Sailing,SAL,Men's Skiff,2,
SALM49ER----NZL01,TRUE,McHARDIE Isaac / McKENZIE William,M,NZL,New Zealand,New Zealand,Sailing,SAL,Men's Skiff,2,
SALM49ER----POL01,TRUE,BUKSAK Dominik / WIERZBICKI Szymon,M,POL,Poland,Poland,Sailing,SAL,Men's Skiff,2,
SALM49ER----SUI01,TRUE,SCHNEITER Sébastien / de PLANTA Arno,M,SUI,Switzerland,Switzerland,Sailing,SAL,Men's Skiff,2,
SALM49ER----URU01,TRUE,UMPIERRE Hernan / DIZ Fernando,M,URU,Uruguay,Uruguay,Sailing,SAL,Men's Skiff,2,
SALM49ER----USA01,TRUE,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,USA,United States,United States of America,Sailing,SAL,Men's Skiff,2,
SALW49ERFX--AUS01,TRUE,PRICE Olivia / HASELDINE Evie,W,AUS,Australia,Australia,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--BEL01,TRUE,MAENHAUT van LEMBERGE Isaura / GEURTS Anouk,W,BEL,Belgium,Belgium,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--BRA01,TRUE,SOFFIATTI GRAEL Martine / KUNZE Kahena,W,BRA,Brazil,Brazil,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--CAN01,TRUE,LEWIN-LAFRANCE Georgia / LEWIN-LAFRANCE Antonia,W,CAN,Canada,Canada,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--CHN01,TRUE,HU Xiaoyu / SHAN Mengyuan,W,CHN,China,People's Republic of China,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--CZE01,TRUE,BURSKA Zofia / TKADLECOVA Sara,W,CZE,Czechia,Czechia,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--DEN01,TRUE,SCHMIDT Johanne / SCHMIDT Andrea,W,DEN,Denmark,Denmark,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--ESP01,TRUE,ECHEGOYEN DOMINGUEZ Tamara / BARCELO MARTIN Paula,W,ESP,Spain,Spain,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--FIN01,TRUE,GRONBLOM Ronja / HOKKA Veera,W,FIN,Finland,Finland,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--FRA01,TRUE,STEYAERT Sarah / PICON Charline,W,FRA,France,France,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--GBR01,TRUE,BLACK Freya / TIDEY Saskia,W,GBR,Great Britain,Great Britain,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--GER01,TRUE,BERGMANN Marla / WILLE Hanna,W,GER,Germany,Germany,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--ITA01,TRUE,GERMANI Jana / BERTUZZI Giorgia,W,ITA,Italy,Italy,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--JPN01,TRUE,TANAKA Misaki / NAGAMATSU Sera,W,JPN,Japan,Japan,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--NED01,TRUE,van AANHOLT Odile / DUETZ Annette,W,NED,Netherlands,Netherlands,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--NOR01,TRUE,NAESS Helene / ROENNINGEN Marie,W,NOR,Norway,Norway,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--NZL01,TRUE,ALEH Jo / MEECH Molly,W,NZL,New Zealand,New Zealand,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--POL01,TRUE,MELZACKA Aleksandra / JANKOWIAK Sandra,W,POL,Poland,Poland,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--SWE01,TRUE,BOBECK Vilma / NETZLER Rebecca,W,SWE,Sweden,Sweden,Sailing,SAL,Women's Skiff,2,
SALW49ERFX--USA01,TRUE,ROBLE Stephanie Marie / SHEA Margaret Droste,W,USA,United States,United States of America,Sailing,SAL,Women's Skiff,2,
SALX470-----ANG01,TRUE,MONTINHO Matias / PAULO Manuela,X,ANG,Angola,Angola,Sailing,SAL,Mixed Dinghy,2,
SALX470-----AUS01,TRUE,JERWOOD Nia / NICHOLAS Conor,X,AUS,Australia,Australia,Sailing,SAL,Mixed Dinghy,2,
SALX470-----AUT01,TRUE,VADLAU Lara / MAEHR Lukas,X,AUT,Austria,Austria,Sailing,SAL,Mixed Dinghy,2,
SALX470-----BRA01,TRUE,DUARTE HADDAD Henrique / SWAN Isabel,X,BRA,Brazil,Brazil,Sailing,SAL,Mixed Dinghy,2,
SALX470-----CHN01,TRUE,XU Zangjun / LYU Yixiao,X,CHN,China,People's Republic of China,Sailing,SAL,Mixed Dinghy,2,
SALX470-----ESP01,TRUE,XAMMAR HERNANDEZ Jordi / BRUGMAN CABOT Nora,X,ESP,Spain,Spain,Sailing,SAL,Mixed Dinghy,2,
SALX470-----FRA01,TRUE,LECOINTRE Camille / MION Jeremie,X,FRA,France,France,Sailing,SAL,Mixed Dinghy,2,
SALX470-----GBR01,TRUE,HEATHCOTE Vita / GRUBE Chris,X,GBR,Great Britain,Great Britain,Sailing,SAL,Mixed Dinghy,2,
SALX470-----GER01,TRUE,DIESCH Simon / MARKFORT Anna,X,GER,Germany,Germany,Sailing,SAL,Mixed Dinghy,2,
SALX470-----GRE01,TRUE,SPANAKI Ariadni Paraskevi / SPANAKIS Odysseas Emmanouil,X,GRE,Greece,Greece,Sailing,SAL,Mixed Dinghy,2,
SALX470-----ISR01,TRUE,HASSON Nitai / LASRY Noa,X,ISR,Israel,Israel,Sailing,SAL,Mixed Dinghy,2,
SALX470-----ITA01,TRUE,BERTA Elena / FESTO Bruno,X,ITA,Italy,Italy,Sailing,SAL,Mixed Dinghy,2,
SALX470-----JPN01,TRUE,OKADA Keiju / YOSHIOKA Miho,X,JPN,Japan,Japan,Sailing,SAL,Mixed Dinghy,2,
SALX470-----POR01,TRUE,VAZ de BACELAR da FONSECA Diogo Eu. / ALVES da SILVA JOÃO Carolina Maria,X,POR,Portugal,Portugal,Sailing,SAL,Mixed Dinghy,2,
SALX470-----SLO01,TRUE,MRAK Tina / BOZIC Jakob,X,SLO,Slovenia,Slovenia,Sailing,SAL,Mixed Dinghy,2,
SALX470-----SUI01,TRUE,MERMOD Yves / SIEGENTHALER Maja,X,SUI,Switzerland,Switzerland,Sailing,SAL,Mixed Dinghy,2,
SALX470-----SWE01,TRUE,DAHLBERG Anton / KARLSSON Lovisa,X,SWE,Sweden,Sweden,Sailing,SAL,Mixed Dinghy,2,
SALX470-----TUR01,TRUE,CINAR Deniz / NALBANTOGLU Lara,X,TUR,Türkiye,Türkiye,Sailing,SAL,Mixed Dinghy,2,
SALX470-----USA01,TRUE,Mc NAY Stuart Pfeiffer / DALLMAN WEISS Lara Anne,X,USA,United States,United States of America,Sailing,SAL,Mixed Dinghy,2,
SALXNACRA17-ARG01,TRUE,MAJDALANI Mateo / BOSCO Eugenia,X,ARG,Argentina,Argentina,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-AUS01,TRUE,LIDDELL Brin / BROWN Rhiannan,X,AUS,Australia,Australia,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-AUT01,TRUE,HABERL Lukas / FRANK Tanja,X,AUT,Austria,Austria,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-BEL01,TRUE,CLAEYSSENS Lucas / VERSTRAELEN Eline,X,BEL,Belgium,Belgium,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-BRA01,TRUE,SIEMSEN Joao / ARNDT Marina,X,BRA,Brazil,Brazil,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-CHN01,TRUE,MAI Huicong / CHEN Linlin,X,CHN,China,People's Republic of China,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-DEN01,TRUE,SAOUMA-PEDERSEN Natacha / BRUUN Mathias,X,DEN,Denmark,Denmark,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-ESP01,TRUE,PACHECO van RIJNSOEVER Tara / BARRIO GARCIA Andres,X,ESP,Spain,Spain,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-FIN01,TRUE,KURTBAY Sinem / KESKINEN Akseli,X,FIN,Finland,Finland,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-FRA01,TRUE,MOURNIAC Tim / BERTHOMIEU Lou,X,FRA,France,France,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-GBR01,TRUE,GIMSON John / BURNET Anna,X,GBR,Great Britain,Great Britain,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-GER01,TRUE,KOHLHOFF Paul / STUHLEMMER Alica,X,GER,Germany,Germany,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-ITA01,TRUE,TITA Ruggero / BANTI Caterina,X,ITA,Italy,Italy,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-JPN01,TRUE,IITSUKA Shibuki /  NISHIDA CAPIGLIA Oura,X,JPN,Japan,Japan,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-NED01,TRUE,van der MEER Laila / BOUWER Bjarne,X,NED,Netherlands,Netherlands,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-NZL01,TRUE,WILKINSON Micah James / DAWSON Erica Linda,X,NZL,New Zealand,New Zealand,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-SWE01,TRUE,JARUDD Emil / JONSSON Hanna,X,SWE,Sweden,Sweden,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-TUR01,TRUE,KAYNAR Alican / KAYNAKCI Beste,X,TUR,Türkiye,Türkiye,Sailing,SAL,Mixed Multihull,2,
SALXNACRA17-USA01,TRUE,NEWBERRY Sarah Lauren / LIEBENBERG David Wade,X,USA,United States,United States of America,Sailing,SAL,Mixed Multihull,2,
SHOXAPMT----BUL01,TRUE,Bulgaria,X,BUL,Bulgaria,Bulgaria,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----CHN01,TRUE,People's Republic of China 1,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----CHN02,TRUE,People's Republic of China 2,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----FRA01,TRUE,France,X,FRA,France,France,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----GER01,TRUE,Germany 1,X,GER,Germany,Germany,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----GER02,TRUE,Germany 2,X,GER,Germany,Germany,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----IND01,TRUE,India 1,X,IND,India,India,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----IND02,TRUE,India 2,X,IND,India,India,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----KAZ01,TRUE,Kazakhstan,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----KOR01,TRUE,Republic of Korea 1,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----KOR02,TRUE,Republic of Korea 2,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----LAT01,TRUE,Latvia,X,LAT,Latvia,Latvia,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----PAK01,TRUE,Pakistan,X,PAK,Pakistan,Pakistan,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----SRB01,TRUE,Serbia,X,SRB,Serbia,Serbia,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----TUR01,TRUE,Türkiye 1,X,TUR,Türkiye,Türkiye,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----TUR02,TRUE,Türkiye 2,X,TUR,Türkiye,Türkiye,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXAPMT----UKR01,TRUE,Ukraine,X,UKR,Ukraine,Ukraine,Shooting,SHO,10m Air Pistol Mixed Team,2,
SHOXARMT----ALG01,TRUE,Algeria,X,ALG,Algeria,Algeria,Shooting,SHO,,,
SHOXARMT----ARG01,TRUE,Argentina,X,ARG,Argentina,Argentina,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----AUT01,TRUE,Austria,X,AUT,Austria,Austria,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----CHN01,TRUE,People's Republic of China 1,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----CHN02,TRUE,People's Republic of China 2,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----CZE01,TRUE,Czechia,X,CZE,Czechia,Czechia,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----EGY01,TRUE,Egypt 1,X,EGY,Egypt,Egypt,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----EGY02,TRUE,Egypt 2,X,EGY,Egypt,Egypt,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----FRA01,TRUE,France 1,X,FRA,France,France,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----FRA02,TRUE,France 2,X,FRA,France,France,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----GBR01,TRUE,Great Britain,X,GBR,Great Britain,Great Britain,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----GER01,TRUE,Germany,X,GER,Germany,Germany,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----HUN01,TRUE,Hungary,X,HUN,Hungary,Hungary,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----IND01,TRUE,India 1,X,IND,India,India,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----IND02,TRUE,India 2,X,IND,India,India,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----ITA01,TRUE,Italy,X,ITA,Italy,Italy,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----JPN01,TRUE,Japan,X,JPN,Japan,Japan,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----KAZ01,TRUE,Kazakhstan 1,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----KAZ02,TRUE,Kazakhstan 2,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----KOR01,TRUE,Republic of Korea 1,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----KOR02,TRUE,Republic of Korea 2,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----MEX01,TRUE,Mexico,X,MEX,Mexico,Mexico,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----MGL01,TRUE,Mongolia,X,MGL,Mongolia,Mongolia,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----NOR01,TRUE,Norway 1,X,NOR,Norway,Norway,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----NOR02,TRUE,Norway 2,X,NOR,Norway,Norway,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----POL01,TRUE,Poland 1,X,POL,Poland,Poland,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----POL02,TRUE,Poland 2,X,POL,Poland,Poland,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----USA01,TRUE,United States of America 1,X,USA,United States,United States of America,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXARMT----USA02,TRUE,United States of America 2,X,USA,United States,United States of America,Shooting,SHO,10m Air Rifle Mixed Team,2,
SHOXSKMT----AUS01,TRUE,Australia,X,AUS,Australia,Australia,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----CHN01,TRUE,People's Republic of China,X,CHN,China,People's Republic of China,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----CZE01,TRUE,Czechia,X,CZE,Czechia,Czechia,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----EGY01,TRUE,Egypt,X,EGY,Egypt,Egypt,Shooting,SHO,Skeet Mixed Team,,
SHOXSKMT----FRA01,TRUE,France,X,FRA,France,France,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----GER01,TRUE,Germany,X,GER,Germany,Germany,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----GRE01,TRUE,Greece,X,GRE,Greece,Greece,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----IND01,TRUE,India,X,IND,India,India,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----ITA01,TRUE,Italy 1,X,ITA,Italy,Italy,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----ITA02,TRUE,Italy 2,X,ITA,Italy,Italy,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----KAZ01,TRUE,Kazakhstan,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----KOR01,TRUE,Republic of Korea,X,KOR,Korea,Republic of Korea,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----PER01,TRUE,Peru,X,PER,Peru,Peru,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----SWE01,TRUE,Sweden,X,SWE,Sweden,Sweden,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----USA01,TRUE,United States of America 1,X,USA,United States,United States of America,Shooting,SHO,Skeet Mixed Team,2,
SHOXSKMT----USA02,TRUE,United States of America 2,X,USA,United States,United States of America,Shooting,SHO,Skeet Mixed Team,2,
SWAWTEAM2---AUS01,TRUE,Australia,W,AUS,Australia,Australia,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---AUT01,TRUE,Austria,W,AUT,Austria,Austria,Artistic Swimming,SWA,Duet,2,1
SWAWTEAM2---CAN01,TRUE,Canada,W,CAN,Canada,Canada,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---EGY01,TRUE,Egypt,W,EGY,Egypt,Egypt,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---ESP01,TRUE,Spain,W,ESP,Spain,Spain,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---FRA01,TRUE,France,W,FRA,France,France,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---GRE01,TRUE,Greece,W,GRE,Greece,Greece,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---ISR01,TRUE,Israel,W,ISR,Israel,Israel,Artistic Swimming,SWA,Duet,2,1
SWAWTEAM2---ITA01,TRUE,Italy,W,ITA,Italy,Italy,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---JPN01,TRUE,Japan,W,JPN,Japan,Japan,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---KOR01,TRUE,Republic of Korea,W,KOR,Korea,Republic of Korea,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---MEX01,TRUE,Mexico,W,MEX,Mexico,Mexico,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM2---NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Artistic Swimming,SWA,Duet,2,1
SWAWTEAM2---NZL01,TRUE,New Zealand,W,NZL,New Zealand,New Zealand,Artistic Swimming,SWA,Duet,2,1
SWAWTEAM2---UKR01,TRUE,Ukraine,W,UKR,Ukraine,Ukraine,Artistic Swimming,SWA,Duet,2,1
SWAWTEAM2---USA01,TRUE,United States of America,W,USA,United States,United States of America,Artistic Swimming,SWA,Duet,2,2
SWAWTEAM8---AUS01,TRUE,Australia,O,AUS,Australia,Australia,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---CAN01,TRUE,Canada,O,CAN,Canada,Canada,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---CHN01,TRUE,People's Republic of China,O,CHN,China,People's Republic of China,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---EGY01,TRUE,Egypt,O,EGY,Egypt,Egypt,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---ESP01,TRUE,Spain,O,ESP,Spain,Spain,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---FRA01,TRUE,France,O,FRA,France,France,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---ITA01,TRUE,Italy,O,ITA,Italy,Italy,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---JPN01,TRUE,Japan,O,JPN,Japan,Japan,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---MEX01,TRUE,Mexico,O,MEX,Mexico,Mexico,Artistic Swimming,SWA,Team,9,2
SWAWTEAM8---USA01,TRUE,United States of America,O,USA,United States,United States of America,Artistic Swimming,SWA,Team,9,2
SWMM4X100MFRAUS01,TRUE,Australia,M,AUS,Australia,Australia,Swimming,SWM,Men's 4 x 100m Freestyle Relay,5,
SWMM4X100MFRBRA01,TRUE,Brazil,M,BRA,Brazil,Brazil,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRCAN01,TRUE,Canada,M,CAN,Canada,Canada,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRCHN01,TRUE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRESP01,TRUE,Spain,M,ESP,Spain,Spain,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
