code,current,team,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes,num_coaches
ARCMTEAM3---CHN01,TRUE,People's Republic of China,M,CHN,China,People's Republic of China,Archery,ARC,Men's Team,3,
ARCMTEAM3---COL01,TRUE,Colombia,M,COL,Colombia,Colombia,Archery,ARC,Men's Team,3,
ARCMTEAM3---FRA01,TRUE,France,M,FRA,France,France,Archery,ARC,Men's Team,3,
ARCMTEAM3---GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Archery,ARC,Men's Team,3,
ARCMTEAM3---IND01,TRUE,India,M,IND,India,India,Archery,ARC,Men's Team,3,
ARCMTEAM3---ITA01,TRUE,Italy,M,ITA,Italy,Italy,Archery,ARC,Men's Team,3,
ARCMTEAM3---JPN01,TRUE,Japan,M,JPN,Japan,Japan,Archery,ARC,Men's Team,3,
ARCMTEAM3---KAZ01,TRUE,Kazakhstan,M,KAZ,Kazakhstan,Kazakhstan,Archery,ARC,Men's Team,3,
ARCMTEAM3---KOR01,TRUE,Republic of Korea,M,KOR,Korea,Republic of Korea,Archery,ARC,Men's Team,3,
ARCMTEAM3---MEX01,TRUE,Mexico,M,MEX,Mexico,Mexico,Archery,ARC,Men's Team,3,
ARCMTEAM3---TPE01,TRUE,Chinese Taipei,M,TPE,Chinese Taipei,Chinese Taipei,Archery,ARC,Men's Team,3,
ARCMTEAM3---TUR01,TRUE,Türkiye,M,TUR,Türkiye,Türkiye,Archery,ARC,Men's Team,3,
ARCWTEAM3---CHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Archery,ARC,Women's Team,3,
ARCWTEAM3---FRA01,TRUE,France,W,FRA,France,France,Archery,ARC,Women's Team,3,
ARCWTEAM3---GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Archery,ARC,Women's Team,3,
ARCWTEAM3---GER01,TRUE,Germany,W,GER,Germany,Germany,Archery,ARC,Women's Team,3,
ARCWTEAM3---INA01,TRUE,Indonesia,W,INA,Indonesia,Indonesia,Archery,ARC,Women's Team,3,
ARCWTEAM3---IND01,TRUE,India,W,IND,India,India,Archery,ARC,Women's Team,3,
ARCWTEAM3---KOR01,TRUE,Republic of Korea,W,KOR,Korea,Republic of Korea,Archery,ARC,Women's Team,3,
ARCWTEAM3---MAS01,TRUE,Malaysia,W,MAS,Malaysia,Malaysia,Archery,ARC,Women's Team,3,
ARCWTEAM3---MEX01,TRUE,Mexico,W,MEX,Mexico,Mexico,Archery,ARC,Women's Team,3,
ARCWTEAM3---NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Archery,ARC,Women's Team,3,
ARCWTEAM3---TPE01,TRUE,Chinese Taipei,W,TPE,Chinese Taipei,Chinese Taipei,Archery,ARC,Women's Team,3,
ARCWTEAM3---USA01,TRUE,United States of America,W,USA,United States,United States of America,Archery,ARC,Women's Team,3,
ARCXTEAM2---AUS01,TRUE,Australia,X,AUS,Australia,Australia,Archery,ARC,Mixed Team,2,
ARCXTEAM2---BRA01,TRUE,Brazil,X,BRA,Brazil,Brazil,Archery,ARC,Mixed Team,2,
ARCXTEAM2---CAN01,TRUE,Canada,X,CAN,Canada,Canada,Archery,ARC,Mixed Team,2,
ARCXTEAM2---CHN01,TRUE,People's Republic of China,X,CHN,China,People's Republic of China,Archery,ARC,Mixed Team,2,
ARCXTEAM2---COL01,TRUE,Colombia,X,COL,Colombia,Colombia,Archery,ARC,Mixed Team,2,
ARCXTEAM2---CZE01,TRUE,Czechia,X,CZE,Czechia,Czechia,Archery,ARC,Mixed Team,2,
ARCXTEAM2---EGY01,TRUE,Egypt,X,EGY,Egypt,Egypt,Archery,ARC,Mixed Team,2,
ARCXTEAM2---ESP01,TRUE,Spain,X,ESP,Spain,Spain,Archery,ARC,Mixed Team,2,
ARCXTEAM2---FRA01,TRUE,France,X,FRA,France,France,Archery,ARC,Mixed Team,2,
ARCXTEAM2---GBR01,TRUE,Great Britain,X,GBR,Great Britain,Great Britain,Archery,ARC,Mixed Team,2,
ARCXTEAM2---GER01,TRUE,Germany,X,GER,Germany,Germany,Archery,ARC,Mixed Team,2,
ARCXTEAM2---INA01,TRUE,Indonesia,X,INA,Indonesia,Indonesia,Archery,ARC,Mixed Team,2,
ARCXTEAM2---IND01,TRUE,India,X,IND,India,India,Archery,ARC,Mixed Team,2,
ARCXTEAM2---ISR01,TRUE,Israel,X,ISR,Israel,Israel,Archery,ARC,Mixed Team,2,
ARCXTEAM2---ITA01,TRUE,Italy,X,ITA,Italy,Italy,Archery,ARC,Mixed Team,2,
ARCXTEAM2---JPN01,TRUE,Japan,X,JPN,Japan,Japan,Archery,ARC,Mixed Team,2,
ARCXTEAM2---KOR01,TRUE,Republic of Korea,X,KOR,Korea,Republic of Korea,Archery,ARC,Mixed Team,2,
ARCXTEAM2---MDA01,TRUE,Republic of Moldova,X,MDA,Republic of Moldova,Republic of Moldova,Archery,ARC,Mixed Team,2,
ARCXTEAM2---MEX01,TRUE,Mexico,X,MEX,Mexico,Mexico,Archery,ARC,Mixed Team,2,
ARCXTEAM2---NED01,TRUE,Netherlands,X,NED,Netherlands,Netherlands,Archery,ARC,Mixed Team,2,
ARCXTEAM2---SLO01,TRUE,Slovenia,X,SLO,Slovenia,Slovenia,Archery,ARC,Mixed Team,2,
ARCXTEAM2---TPE01,TRUE,Chinese Taipei,X,TPE,Chinese Taipei,Chinese Taipei,Archery,ARC,Mixed Team,2,
ARCXTEAM2---TUR01,TRUE,Türkiye,X,TUR,Türkiye,Türkiye,Archery,ARC,Mixed Team,2,
ARCXTEAM2---UKR01,TRUE,Ukraine,X,UKR,Ukraine,Ukraine,Archery,ARC,Mixed Team,2,
ARCXTEAM2---USA01,TRUE,United States of America,X,USA,United States,United States of America,Archery,ARC,Mixed Team,2,
ARCXTEAM2---UZB01,TRUE,Uzbekistan,X,UZB,Uzbekistan,Uzbekistan,Archery,ARC,Mixed Team,2,
ARCXTEAM2---VIE01,TRUE,Vietnam,X,VIE,Vietnam,Vietnam,Archery,ARC,Mixed Team,2,
ATHM4X100M--AUS01,TRUE,Australia,M,AUS,Australia,Australia,Athletics,ATH,Men's 4 x 100m Relay,6,
ATHM4X100M--BRA01,TRUE,Brazil,M,BRA,Brazil,Brazil,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--CAN01,TRUE,Canada,M,CAN,Canada,Canada,Athletics,ATH,Men's 4 x 100m Relay,6,
ATHM4X100M--CHN01,TRUE,People's Republic of China,M,CHN,China,People's Republic of China,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--FRA01,TRUE,France,M,FRA,France,France,Athletics,ATH,Men's 4 x 100m Relay,7,
ATHM4X100M--GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--GER01,TRUE,Germany,M,GER,Germany,Germany,Athletics,ATH,Men's 4 x 100m Relay,6,
ATHM4X100M--GHA01,TRUE,Ghana,M,GHA,Ghana,Ghana,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--ITA01,TRUE,Italy,M,ITA,Italy,Italy,Athletics,ATH,Men's 4 x 100m Relay,7,
ATHM4X100M--JAM01,TRUE,Jamaica,M,JAM,Jamaica,Jamaica,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--JPN01,TRUE,Japan,M,JPN,Japan,Japan,Athletics,ATH,Men's 4 x 100m Relay,6,
ATHM4X100M--LBR01,TRUE,Liberia,M,LBR,Liberia,Liberia,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--NED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--NGR01,TRUE,Nigeria,M,NGR,Nigeria,Nigeria,Athletics,ATH,Men's 4 x 100m Relay,4,
ATHM4X100M--RSA01,TRUE,South Africa,M,RSA,South Africa,South Africa,Athletics,ATH,Men's 4 x 100m Relay,5,
ATHM4X100M--USA01,TRUE,United States of America,M,USA,United States,United States of America,Athletics,ATH,Men's 4 x 100m Relay,6,
ATHM4X400M--BEL01,TRUE,Belgium,M,BEL,Belgium,Belgium,Athletics,ATH,Men's 4 x 400m Relay,7,
ATHM4X400M--BOT01,TRUE,Botswana,M,BOT,Botswana,Botswana,Athletics,ATH,Men's 4 x 400m Relay,6,
ATHM4X400M--BRA01,TRUE,Brazil,M,BRA,Brazil,Brazil,Athletics,ATH,Men's 4 x 400m Relay,5,
ATHM4X400M--ESP01,TRUE,Spain,M,ESP,Spain,Spain,Athletics,ATH,Men's 4 x 400m Relay,5,
ATHM4X400M--FRA01,TRUE,France,M,FRA,France,France,Athletics,ATH,Men's 4 x 400m Relay,6,
ATHM4X400M--GBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Athletics,ATH,Men's 4 x 400m Relay,7,
ATHM4X400M--GER01,TRUE,Germany,M,GER,Germany,Germany,Athletics,ATH,Men's 4 x 400m Relay,7,
ATHM4X400M--IND01,TRUE,India,M,IND,India,India,Athletics,ATH,Men's 4 x 400m Relay,5,
ATHM4X400M--ITA01,TRUE,Italy,M,ITA,Italy,Italy,Athletics,ATH,Men's 4 x 400m Relay,9,
ATHM4X400M--JPN01,TRUE,Japan,M,JPN,Japan,Japan,Athletics,ATH,Men's 4 x 400m Relay,5,
ATHM4X400M--NGR01,TRUE,Nigeria,M,NGR,Nigeria,Nigeria,Athletics,ATH,Men's 4 x 400m Relay,6,
ATHM4X400M--POL01,TRUE,Poland,M,POL,Poland,Poland,Athletics,ATH,Men's 4 x 400m Relay,6,
ATHM4X400M--RSA01,TRUE,South Africa,M,RSA,South Africa,South Africa,Athletics,ATH,Men's 4 x 400m Relay,5,
ATHM4X400M--TTO01,TRUE,Trinidad and Tobago,M,TTO,Trinidad and Tobago,Trinidad and Tobago,Athletics,ATH,Men's 4 x 400m Relay,5,
ATHM4X400M--USA01,TRUE,United States of America,M,USA,United States,United States of America,Athletics,ATH,Men's 4 x 400m Relay,8,
ATHM4X400M--ZAM01,TRUE,Zambia,M,ZAM,Zambia,Zambia,Athletics,ATH,Men's 4 x 400m Relay,5,
ATHW4X100M--AUS01,TRUE,Australia,W,AUS,Australia,Australia,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--BEL01,TRUE,Belgium,W,BEL,Belgium,Belgium,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--CAN01,TRUE,Canada,W,CAN,Canada,Canada,Athletics,ATH,Women's 4 x 100m Relay,5,
ATHW4X100M--CIV01,TRUE,Côte d'Ivoire,W,CIV,Côte d'Ivoire,Côte d'Ivoire,Athletics,ATH,Women's 4 x 100m Relay,5,
ATHW4X100M--ESP01,TRUE,Spain,W,ESP,Spain,Spain,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--FRA01,TRUE,France,W,FRA,France,France,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--GER01,TRUE,Germany,W,GER,Germany,Germany,Athletics,ATH,Women's 4 x 100m Relay,5,
ATHW4X100M--ITA01,TRUE,Italy,W,ITA,Italy,Italy,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--JAM01,TRUE,Jamaica,W,JAM,Jamaica,Jamaica,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--NGR01,TRUE,Nigeria,W,NGR,Nigeria,Nigeria,Athletics,ATH,Women's 4 x 100m Relay,5,
ATHW4X100M--POL01,TRUE,Poland,W,POL,Poland,Poland,Athletics,ATH,Women's 4 x 100m Relay,5,
ATHW4X100M--SUI01,TRUE,Switzerland,W,SUI,Switzerland,Switzerland,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X100M--TTO01,TRUE,Trinidad and Tobago,W,TTO,Trinidad and Tobago,Trinidad and Tobago,Athletics,ATH,Women's 4 x 100m Relay,5,
ATHW4X100M--USA01,TRUE,United States of America,W,USA,United States,United States of America,Athletics,ATH,Women's 4 x 100m Relay,6,
ATHW4X400M--BEL01,TRUE,Belgium,W,BEL,Belgium,Belgium,Athletics,ATH,Women's 4 x 400m Relay,7,
ATHW4X400M--CAN01,TRUE,Canada,W,CAN,Canada,Canada,Athletics,ATH,Women's 4 x 400m Relay,6,
ATHW4X400M--CUB01,TRUE,Cuba,W,CUB,Cuba,Cuba,Athletics,ATH,Women's 4 x 400m Relay,6,
ATHW4X400M--ESP01,TRUE,Spain,W,ESP,Spain,Spain,Athletics,ATH,Women's 4 x 400m Relay,5,
ATHW4X400M--FRA01,TRUE,France,W,FRA,France,France,Athletics,ATH,Women's 4 x 400m Relay,7,
ATHW4X400M--GBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Athletics,ATH,Women's 4 x 400m Relay,8,
ATHW4X400M--GER01,TRUE,Germany,W,GER,Germany,Germany,Athletics,ATH,Women's 4 x 400m Relay,6,
ATHW4X400M--IND01,TRUE,India,W,IND,India,India,Athletics,ATH,Women's 4 x 400m Relay,5,
ATHW4X400M--IRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Athletics,ATH,Women's 4 x 400m Relay,6,
ATHW4X400M--ITA01,TRUE,Italy,W,ITA,Italy,Italy,Athletics,ATH,Women's 4 x 400m Relay,7,
ATHW4X400M--JAM01,TRUE,Jamaica,W,JAM,Jamaica,Jamaica,Athletics,ATH,Women's 4 x 400m Relay,8,
ATHW4X400M--NED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Athletics,ATH,Women's 4 x 400m Relay,7,
ATHW4X400M--NOR01,TRUE,Norway,W,NOR,Norway,Norway,Athletics,ATH,Women's 4 x 400m Relay,6,
ATHW4X400M--POL01,TRUE,Poland,W,POL,Poland,Poland,Athletics,ATH,Women's 4 x 400m Relay,6,
ATHW4X400M--SUI01,TRUE,Switzerland,W,SUI,Switzerland,Switzerland,Athletics,ATH,Women's 4 x 400m Relay,7,
ATHW4X400M--USA01,TRUE,United States of America,W,USA,United States,United States of America,Athletics,ATH,Women's 4 x 400m Relay,8,
ATHX42KWALKTAUS01,TRUE,COWLEY R / MONTAG J,X,AUS,Australia,Australia,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTAUS02,TRUE,TINGAY D / HENDERSON R,X,AUS,Australia,Australia,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTBRA01,TRUE,BONFIM C / LYRA V,X,BRA,Brazil,Brazil,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTCAN01,TRUE,DUNFEE E / LUNDMAN O,X,CAN,Canada,Canada,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTCHN01,TRUE,ZHANG Jun / YANG Jiayu,X,CHN,China,People's Republic of China,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTCHN02,TRUE,HE X / QIEYANG S,X,CHN,China,People's Republic of China,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTCOL01,TRUE,ROMERO M / ARENAS L,X,COL,Colombia,Colombia,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTCOL02,TRUE,HERRERA/MOJICA CHALARCA,X,COL,Colombia,Colombia,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTCZE01,TRUE,HLAVAC V / MARTINKOVA E,X,CZE,Czechia,Czechia,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTECU01,TRUE,PINTADO BD / MOREJON G,X,ECU,Ecuador,Ecuador,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTESP01,TRUE,LOPEZ MA / MONTESINOS C,X,ESP,Spain,Spain,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTESP02,TRUE,MARTIN A / PEREZ M,X,ESP,Spain,Spain,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTFRA01,TRUE,QUINION A / BERETTA C,X,FRA,France,France,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTGER01,TRUE,LINKE C / FEIGE S,X,GER,Germany,Germany,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTHUN01,TRUE,VENYERCSAN B / RECSEI R,X,HUN,Hungary,Hungary,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTIND01,TRUE,PANWAR Suraj / PRIYANKA,X,IND,India,India,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTITA01,TRUE,STANO M / PALMISANO A,X,ITA,Italy,Italy,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTJPN01,TRUE,KAWANO M / OKADA K,X,JPN,Japan,Japan,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTJPN02,TRUE,TAKAHASHI K / YANAI A,X,JPN,Japan,Japan,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTMEX01,TRUE,PALMA OLIVARES/GONZALEZ,X,MEX,Mexico,Mexico,Athletics,ATH,Marathon Race Walk Relay Mixed,3,
ATHX42KWALKTPER01,TRUE,RODRIGUEZ/GARCIA LEON,X,PER,Peru,Peru,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTPOL01,TRUE,BEN HLIMA M / CHOJECKA O,X,POL,Poland,Poland,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTSVK01,TRUE,CERNY D / BURZALOVA H,X,SVK,Slovakia,Slovakia,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTTUR01,TRUE,DEMIR M / TEKDAL A,X,TUR,Türkiye,Türkiye,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX42KWALKTUKR01,TRUE,BANZERUK I / OLYANOVSKA L,X,UKR,Ukraine,Ukraine,Athletics,ATH,Marathon Race Walk Relay Mixed,2,
ATHX4X400M--BAH01,TRUE,Bahamas,X,BAH,Bahamas,Bahamas,Athletics,ATH,4 x 400m Relay Mixed,4,
ATHX4X400M--BEL01,TRUE,Belgium,X,BEL,Belgium,Belgium,Athletics,ATH,4 x 400m Relay Mixed,7,
ATHX4X400M--DOM01,TRUE,Dominican Republic,X,DOM,Dominican Republic,Dominican Republic,Athletics,ATH,4 x 400m Relay Mixed,4,
ATHX4X400M--FRA01,TRUE,France,X,FRA,France,France,Athletics,ATH,4 x 400m Relay Mixed,7,
ATHX4X400M--GBR01,TRUE,Great Britain,X,GBR,Great Britain,Great Britain,Athletics,ATH,4 x 400m Relay Mixed,9,
ATHX4X400M--GER01,TRUE,Germany,X,GER,Germany,Germany,Athletics,ATH,4 x 400m Relay Mixed,6,
ATHX4X400M--IRL01,TRUE,Ireland,X,IRL,Ireland,Ireland,Athletics,ATH,4 x 400m Relay Mixed,6,
ATHX4X400M--ITA01,TRUE,Italy,X,ITA,Italy,Italy,Athletics,ATH,4 x 400m Relay Mixed,6,
ATHX4X400M--JAM01,TRUE,Jamaica,X,JAM,Jamaica,Jamaica,Athletics,ATH,4 x 400m Relay Mixed,5,
ATHX4X400M--KEN01,TRUE,Kenya,X,KEN,Kenya,Kenya,Athletics,ATH,4 x 400m Relay Mixed,4,
